   2.1800000e+08
          70
   1.670000E+08     7050.00   4.651E+01    77.33   1.338E-03   3.640E+04   7.081E+04   0.000E+00   5.740E+10   5.740E+11   5.210E+05
   1.580000E+08     6900.00   8.511E+01    72.84   1.421E-03   4.029E+04   8.145E+04   0.000E+00   6.320E+10   9.280E+11   4.880E+05
   1.475000E+08     6720.00   1.779E+02    67.96   1.523E-03   4.516E+04   9.822E+04   0.000E+00   7.040E+10   1.660E+12   4.520E+05
   1.378000E+08     6560.00   3.642E+02    63.64   1.626E-03   5.072E+04   1.222E+05   0.000E+00   7.860E+10   2.890E+12   4.200E+05
   1.278000E+08     6390.00   7.938E+02    59.08   1.752E-03   5.691E+04   1.613E+05   0.000E+00   8.760E+10   5.300E+12   3.860E+05
   1.180000E+08     6230.00   1.774E+03    54.32   1.906E-03   6.413E+04   2.286E+05   0.000E+00   9.800E+10   9.920E+12   3.500E+05
   1.065000E+08     6040.00   4.665E+03    48.21   2.149E-03   7.270E+04   3.810E+05   0.000E+00   1.100E+11   2.150E+13   3.030E+05
   9.800000E+07     5900.00   9.590E+03    43.28   2.397E-03   7.864E+04   6.012E+05   0.000E+00   1.180E+11   3.920E+13   2.640E+05
   9.050000E+07     5755.00   1.800E+04    39.08   2.659E-03   8.276E+04   9.460E+05   0.000E+00   1.230E+11   6.790E+13   2.300E+05
   8.550000E+07     5650.00   2.702E+04    36.20   2.875E-03   8.408E+04   1.314E+06   0.000E+00   1.240E+11   9.920E+13   2.060E+05
   8.050000E+07     5490.00   3.660E+04    33.34   3.129E-03   7.419E+04   1.859E+06   0.000E+00   1.080E+11   1.480E+14   1.820E+05
   7.550000E+07     5280.00   5.150E+04    30.43   3.442E-03   6.590E+04   2.736E+06   0.000E+00   9.410E+10   2.270E+14   1.570E+05
   7.050000E+07     5030.00   7.476E+04    27.69   3.806E-03   5.953E+04   4.148E+06   0.000E+00   8.280E+10   3.560E+14   1.330E+05
   6.500000E+07     4750.00   1.409E+05    24.89   4.285E-03   6.715E+04   6.828E+06   0.000E+00   9.030E+10   6.030E+14   1.070E+05
   6.000000E+07     4550.00   3.090E+05    22.90   4.745E-03   9.612E+04   1.100E+07   0.000E+00   1.260E+11   9.890E+14   8.650E+04
   5.600000E+07     4430.00   6.064E+05    21.68   5.127E-03   1.371E+05   1.628E+07   0.000E+00   1.770E+11   1.480E+15   7.250E+04
   5.250000E+07     4400.00   1.063E+06    21.01   5.438E-03   1.874E+05   2.282E+07   0.000E+00   2.410E+11   2.080E+15   6.280E+04
   4.900000E+07     4410.00   1.834E+06    20.62   5.749E-03   2.548E+05   3.183E+07   0.000E+00   3.280E+11   2.900E+15   5.550E+04
   4.500000E+07     4460.00   3.329E+06    20.44   6.131E-03   3.597E+05   4.616E+07   0.000E+00   4.660E+11   4.190E+15   5.010E+04
   4.000000E+07     4560.00   6.705E+06    20.53   6.717E-03   5.516E+05   7.264E+07   0.000E+00   7.240E+11   6.540E+15   4.770E+04
   3.500000E+07     4660.00   1.325E+07    20.84   7.537E-03   8.424E+05   1.131E+08   0.000E+00   1.120E+12   1.010E+16   5.010E+04
   3.000000E+07     4770.00   2.491E+07    21.72   8.561E-03   1.268E+06   1.739E+08   0.000E+00   1.710E+12   1.540E+16   6.270E+04
   2.500000E+07     4880.00   4.557E+07    23.50   9.759E-03   1.903E+06   2.653E+08   0.000E+00   2.600E+12   2.330E+16   8.670E+04
